Date,Time,Booking Status,Vehicle Type,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Day,Time_of_Day,ride_status,payment_status
30-05-2024,01-01-1900 16:19,Completed,Go Mini,10.8,16.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,312,47.72,4.7,4.2,Cash,Thursday,Afternoon,Completed,Paid
04-07-2024,01-01-1900 17:14,No Driver Found,Bike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Incomplete,Unpaid
09-05-2024,01-01-1900 09:16,Completed,Auto,11.6,20.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,103,34.36,4.2,4.6,UPI,Thursday,Morning,Completed,Paid
04-02-2024,01-01-1900 21:29,Completed,Bike,7.4,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,425,11.93,4.2,4.3,Cash,Sunday,Evening,Completed,Paid
06-06-2024,01-01-1900 17:48,Completed,Premier Sedan,11.3,44.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,309,42.82,4.3,4.7,UPI,Thursday,Afternoon,Completed,Paid
30-07-2024,01-01-1900 21:13,Incomplete,Go Mini,8.1,22.6,0,Not Applicable,0,Not Applicable,1,Other Issue,103,12.63,0,0,UPI,Tuesday,Evening,Incomplete,Paid
23-08-2024,01-01-1900 15:15,Completed,Auto,8,23.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,379,43.14,4.3,3.9,UPI,Friday,Afternoon,Completed,Paid
01-05-2024,01-01-1900 18:52,Cancelled by Driver,Auto,6.4,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Cancelled,Unpaid
18-03-2024,01-01-1900 17:22,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Incomplete,Unpaid
16-09-2024,01-01-1900 12:20,Completed,Go Mini,9.6,39.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,623,40.59,4.3,3.8,UPI,Monday,Afternoon,Completed,Paid
25-12-2024,01-01-1900 18:07,Completed,Go Mini,14.3,19.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,743,20.32,4.4,5,Cash,Wednesday,Evening,Completed,Paid
25-07-2024,01-01-1900 14:39,Completed,Premier Sedan,2.1,23.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,647,48.8,4.4,4.3,Uber Wallet,Thursday,Afternoon,Completed,Paid
04-03-2024,01-01-1900 18:44,Cancelled by Customer,Auto,14.1,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
30-10-2024,01-01-1900 03:42,Completed,Go Mini,7.3,30.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,1364,42.16,3.4,3.3,Cash,Wednesday,Night,Completed,Paid
24-07-2024,01-01-1900 05:25,Cancelled by Driver,Go Sedan,7.6,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Night,Cancelled,Unpaid
13-05-2024,01-01-1900 17:29,Cancelled by Driver,Go Mini,6.8,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
29-09-2024,01-01-1900 19:08,Completed,Auto,3.6,24.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,890,47.98,3.6,4.7,UPI,Sunday,Evening,Completed,Paid
24-12-2024,01-01-1900 18:06,Completed,Go Sedan,5.1,44,0,Not Applicable,0,Not Applicable,0,Not Applicable,162,46.78,3.8,3.2,Cash,Tuesday,Evening,Completed,Paid
23-11-2024,01-01-1900 14:38,Completed,Auto,14.6,42.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,242,27.68,4.3,4.5,Debit Card,Saturday,Afternoon,Completed,Paid
22-02-2024,01-01-1900 19:18,Completed,Premier Sedan,2.9,44.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,342,27.62,4.6,4.5,UPI,Thursday,Evening,Completed,Paid
11-01-2024,01-01-1900 16:19,Completed,Go Mini,5.2,26.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,316,17.92,4,4.7,UPI,Thursday,Afternoon,Completed,Paid
26-08-2024,01-01-1900 21:41,Completed,Auto,2.7,34.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1286,30.53,4.5,4.2,Uber Wallet,Monday,Evening,Completed,Paid
02-04-2024,01-01-1900 14:06,Cancelled by Driver,Auto,6.3,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
01-12-2024,01-01-1900 16:49,Incomplete,Bike,2.5,18.9,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,274,14.78,0,0,Credit Card,Sunday,Afternoon,Incomplete,Paid
05-02-2024,01-01-1900 19:24,No Driver Found,Premier Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Incomplete,Unpaid
06-03-2024,01-01-1900 18:05,Completed,Bike,6.6,29.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,689,45.97,3.9,4.9,UPI,Wednesday,Evening,Completed,Paid
22-09-2024,01-01-1900 15:53,Cancelled by Driver,Auto,5,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Afternoon,Cancelled,Unpaid
24-07-2024,01-01-1900 23:28,Cancelled by Driver,eBike,8.4,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Cancelled,Unpaid
24-04-2024,01-01-1900 04:51,Completed,Premier Sedan,4.7,15.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,504,24.06,4.7,5,Uber Wallet,Wednesday,Night,Completed,Paid
12-04-2024,01-01-1900 09:09,Completed,Go Sedan,10.8,17.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,231,9.44,4.1,4.5,Uber Wallet,Friday,Morning,Completed,Paid
28-12-2024,01-01-1900 03:45,Completed,Premier Sedan,15,29.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,824,24.98,4.4,4.2,UPI,Saturday,Night,Completed,Paid
09-09-2024,01-01-1900 21:25,Completed,Uber XL,12.5,15.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,478,10.78,3.9,4.9,Uber Wallet,Monday,Evening,Completed,Paid
16-03-2024,01-01-1900 14:26,Completed,Bike,6.9,29.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,432,40.59,4.4,4.3,Debit Card,Saturday,Afternoon,Completed,Paid
30-04-2024,01-01-1900 11:35,Completed,Bike,6.6,19.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,606,5.75,4.2,4.6,UPI,Tuesday,Morning,Completed,Paid
12-08-2024,01-01-1900 16:59,Completed,Auto,7.5,18.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,328,42.66,3.4,4.9,UPI,Monday,Afternoon,Completed,Paid
21-10-2024,01-01-1900 06:06,Cancelled by Customer,Premier Sedan,14.9,0,1,AC is not working,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Morning,Cancelled,Unpaid
15-10-2024,01-01-1900 11:25,Completed,Premier Sedan,2.9,38.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,156,36.13,4.3,4.3,UPI,Tuesday,Morning,Completed,Paid
06-03-2024,01-01-1900 11:49,Completed,Go Sedan,9.4,36.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,105,44.08,4.7,4.9,Credit Card,Wednesday,Morning,Completed,Paid
07-05-2024,01-01-1900 11:55,Cancelled by Driver,Go Sedan,11.3,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Cancelled,Unpaid
28-07-2024,01-01-1900 20:08,Cancelled by Customer,Go Sedan,16.9,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Evening,Cancelled,Unpaid
24-01-2024,01-01-1900 10:32,Completed,Auto,11.2,22,0,Not Applicable,0,Not Applicable,0,Not Applicable,213,35.76,4.8,4.6,Debit Card,Wednesday,Morning,Completed,Paid
29-08-2024,01-01-1900 02:37,Completed,Bike,11.2,19.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,620,45,4.6,3.1,Cash,Thursday,Night,Completed,Paid
07-02-2024,01-01-1900 21:52,Cancelled by Driver,Bike,6.8,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Cancelled,Unpaid
02-10-2024,01-01-1900 23:59,Completed,Go Mini,11.6,21.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,83,45.07,3.9,4.2,Credit Card,Wednesday,Evening,Completed,Paid
01-12-2024,01-01-1900 13:31,Cancelled by Driver,Go Sedan,9.7,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Afternoon,Cancelled,Unpaid
30-12-2024,01-01-1900 17:45,Completed,Bike,7.6,41.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,821,3.86,3.7,4.9,Uber Wallet,Monday,Afternoon,Completed,Paid
06-07-2024,01-01-1900 19:41,Cancelled by Customer,Go Mini,16.2,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Evening,Cancelled,Unpaid
27-01-2024,01-01-1900 13:53,Completed,Premier Sedan,4.8,44.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,176,49.18,3.1,4.6,UPI,Saturday,Afternoon,Completed,Paid
26-12-2024,01-01-1900 07:10,Incomplete,Go Mini,6.6,21.9,0,Not Applicable,0,Not Applicable,1,Customer Demand,315,7.41,0,0,UPI,Thursday,Morning,Incomplete,Paid
23-08-2024,01-01-1900 11:47,Completed,Auto,8.3,18.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,82,14.49,4.6,4.2,UPI,Friday,Morning,Completed,Paid
28-04-2024,01-01-1900 01:17,Completed,Uber XL,14.8,40.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,221,15.3,4.1,4.5,UPI,Sunday,Night,Completed,Paid
07-03-2024,01-01-1900 12:34,Cancelled by Customer,Premier Sedan,6.1,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
02-01-2024,01-01-1900 09:03,Cancelled by Driver,eBike,9.1,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Cancelled,Unpaid
21-01-2024,01-01-1900 19:25,Cancelled by Driver,Auto,5,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Evening,Cancelled,Unpaid
05-06-2024,01-01-1900 13:02,Completed,Bike,14.1,30.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,901,15.53,4.4,4.6,Uber Wallet,Wednesday,Afternoon,Completed,Paid
14-02-2024,01-01-1900 14:46,Completed,Go Sedan,4.8,24.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1523,6.84,4,4.3,UPI,Wednesday,Afternoon,Completed,Paid
24-02-2024,01-01-1900 23:05,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Evening,Incomplete,Unpaid
19-01-2024,01-01-1900 21:48,Completed,Premier Sedan,9.1,21.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,582,27.22,3.5,4.3,Cash,Friday,Evening,Completed,Paid
02-07-2024,01-01-1900 15:09,Completed,Auto,3.6,18.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,133,31.65,3.2,4.4,UPI,Tuesday,Afternoon,Completed,Paid
27-02-2024,01-01-1900 09:33,Completed,Auto,6.8,21,0,Not Applicable,0,Not Applicable,0,Not Applicable,508,38.25,3.2,5,Credit Card,Tuesday,Morning,Completed,Paid
15-04-2024,01-01-1900 12:25,Cancelled by Customer,Auto,9.5,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
31-07-2024,01-01-1900 22:13,Completed,Bike,5,22,0,Not Applicable,0,Not Applicable,0,Not Applicable,999,12.14,4.4,4.6,Uber Wallet,Wednesday,Evening,Completed,Paid
14-10-2024,01-01-1900 23:39,Completed,Auto,11,25.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,713,9.76,4.3,4.1,UPI,Monday,Evening,Completed,Paid
23-12-2024,01-01-1900 19:00,Completed,Premier Sedan,14.3,35.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,96,10.63,4.7,4.5,UPI,Monday,Evening,Completed,Paid
29-08-2024,01-01-1900 19:47,Completed,Auto,11.4,36.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,595,15.32,4.6,5,UPI,Thursday,Evening,Completed,Paid
06-09-2024,01-01-1900 16:43,Cancelled by Driver,Go Sedan,4.8,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Afternoon,Cancelled,Unpaid
22-03-2024,01-01-1900 16:52,Completed,Auto,12.2,20.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,256,8.76,4.5,5,Debit Card,Friday,Afternoon,Completed,Paid
11-12-2024,01-01-1900 10:17,Completed,Auto,11.8,37.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,449,22.4,4.9,4.5,Uber Wallet,Wednesday,Morning,Completed,Paid
09-08-2024,01-01-1900 22:33,Cancelled by Driver,Bike,7.8,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Cancelled,Unpaid
03-02-2024,01-01-1900 19:43,Completed,Premier Sedan,13.4,40,0,Not Applicable,0,Not Applicable,0,Not Applicable,373,12.73,4.6,4.2,Cash,Saturday,Evening,Completed,Paid
24-07-2024,01-01-1900 06:09,Completed,Go Mini,2.4,38.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,445,28.77,4.2,4.2,UPI,Wednesday,Morning,Completed,Paid
19-10-2024,01-01-1900 10:43,Completed,Premier Sedan,7.4,20.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1563,8.86,4.7,4.6,Cash,Saturday,Morning,Completed,Paid
29-10-2024,01-01-1900 06:22,Cancelled by Driver,Auto,4.1,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Cancelled,Unpaid
07-02-2024,01-01-1900 18:58,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Incomplete,Unpaid
29-03-2024,01-01-1900 20:42,No Driver Found,Go Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Incomplete,Unpaid
15-05-2024,01-01-1900 15:02,Completed,Go Sedan,12.2,35.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,486,30.28,4.6,4.8,Debit Card,Wednesday,Afternoon,Completed,Paid
20-06-2024,01-01-1900 11:34,Completed,Premier Sedan,4.3,33.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,480,40.38,4.2,3.7,Cash,Thursday,Morning,Completed,Paid
14-09-2024,01-01-1900 10:19,Completed,Bike,11.1,26.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,162,45.56,3.6,4.3,Credit Card,Saturday,Morning,Completed,Paid
18-04-2024,01-01-1900 17:43,Completed,Bike,7.1,34,0,Not Applicable,0,Not Applicable,0,Not Applicable,964,47.18,4.6,4.6,Debit Card,Thursday,Afternoon,Completed,Paid
12-03-2024,01-01-1900 18:26,Completed,Bike,3,29.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,68,46.93,3.3,4.9,Cash,Tuesday,Evening,Completed,Paid
25-11-2024,01-01-1900 18:19,Cancelled by Driver,Go Sedan,9.8,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
23-05-2024,01-01-1900 19:10,Completed,Auto,3.5,22.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,77,43.81,4.5,4.8,Uber Wallet,Thursday,Evening,Completed,Paid
21-12-2024,01-01-1900 20:12,Completed,Auto,6.2,20.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1596,38.53,4.6,4.5,Debit Card,Saturday,Evening,Completed,Paid
03-07-2024,01-01-1900 08:59,Cancelled by Driver,Go Mini,7.4,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Morning,Cancelled,Unpaid
16-02-2024,01-01-1900 18:13,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Incomplete,Unpaid
24-07-2024,01-01-1900 19:53,Completed,Bike,9.9,26.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,983,33.61,3.7,4.6,Cash,Wednesday,Evening,Completed,Paid
23-05-2024,01-01-1900 00:27,Completed,Go Mini,3,29.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,68,24.62,5,3.7,Cash,Thursday,Night,Completed,Paid
04-05-2024,01-01-1900 22:00,Completed,Premier Sedan,11.6,32,0,Not Applicable,0,Not Applicable,0,Not Applicable,493,33.8,4.9,4.2,UPI,Saturday,Evening,Completed,Paid
02-10-2024,01-01-1900 17:11,Cancelled by Driver,Go Sedan,5.8,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
18-12-2024,01-01-1900 19:23,Completed,Auto,3.2,44.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,745,32.09,4.6,4.3,Credit Card,Wednesday,Evening,Completed,Paid
03-01-2024,01-01-1900 16:22,Cancelled by Driver,eBike,6.9,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
02-07-2024,01-01-1900 11:48,Completed,Premier Sedan,14.5,40.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,304,13.99,4.8,4.5,Uber Wallet,Tuesday,Morning,Completed,Paid
30-08-2024,01-01-1900 07:07,Cancelled by Driver,eBike,4.7,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Morning,Cancelled,Unpaid
29-11-2024,01-01-1900 18:38,Completed,Auto,9,17.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,402,14.13,4.6,4.1,UPI,Friday,Evening,Completed,Paid
27-09-2024,01-01-1900 18:46,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Incomplete,Unpaid
26-01-2024,01-01-1900 16:22,Completed,Go Mini,12.7,36.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,320,34.86,5,4.5,Cash,Friday,Afternoon,Completed,Paid
29-03-2024,01-01-1900 04:41,Completed,Bike,9.2,34.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1247,43.94,4.5,3.1,Uber Wallet,Friday,Night,Completed,Paid
15-09-2024,01-01-1900 22:33,Completed,Premier Sedan,6.1,29,0,Not Applicable,0,Not Applicable,0,Not Applicable,358,24.56,3.6,3.8,UPI,Sunday,Evening,Completed,Paid
23-11-2024,01-01-1900 19:05,Completed,Auto,5.5,31.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,86,32.14,4.6,4.6,UPI,Saturday,Evening,Completed,Paid
13-11-2024,01-01-1900 11:49,Cancelled by Driver,Go Sedan,10.4,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Morning,Cancelled,Unpaid
05-02-2024,01-01-1900 19:48,Cancelled by Customer,Premier Sedan,6.3,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
08-03-2024,01-01-1900 14:00,Completed,Go Mini,2.8,16.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,85,43.31,4.6,4.9,Uber Wallet,Friday,Afternoon,Completed,Paid
21-08-2024,01-01-1900 13:03,Completed,Go Sedan,4.2,41.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,311,30.94,4.3,4.6,UPI,Wednesday,Afternoon,Completed,Paid
13-05-2024,01-01-1900 19:39,Cancelled by Driver,Premier Sedan,7.6,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
02-10-2024,01-01-1900 09:12,Incomplete,Auto,5.3,24.9,0,Not Applicable,0,Not Applicable,1,Customer Demand,98,7.87,0,0,Cash,Wednesday,Morning,Incomplete,Paid
27-05-2024,01-01-1900 17:16,Completed,Go Mini,11.4,26.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,130,15.24,4.3,4.6,Uber Wallet,Monday,Afternoon,Completed,Paid
23-11-2024,01-01-1900 08:54,Completed,Go Mini,10.2,20.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,367,27.38,4.2,4.2,Uber Wallet,Saturday,Morning,Completed,Paid
30-03-2024,01-01-1900 13:43,Completed,Premier Sedan,7.4,28.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,420,4.5,4.6,4.2,UPI,Saturday,Afternoon,Completed,Paid
05-07-2024,01-01-1900 10:34,Completed,Uber XL,8.7,19.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,510,9.87,4.9,4.9,UPI,Friday,Morning,Completed,Paid
16-02-2024,01-01-1900 21:14,Completed,Auto,10,25.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,83,16.5,4.4,4.3,UPI,Friday,Evening,Completed,Paid
26-08-2024,01-01-1900 03:34,Completed,Premier Sedan,4.5,15.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,158,41.88,3,4.8,UPI,Monday,Night,Completed,Paid
26-10-2024,01-01-1900 20:23,Completed,Go Sedan,11.3,33,0,Not Applicable,0,Not Applicable,0,Not Applicable,1211,32.9,4.2,4.6,Uber Wallet,Saturday,Evening,Completed,Paid
10-08-2024,01-01-1900 09:12,Completed,Bike,13.7,35.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,313,36.68,4.2,4.5,Credit Card,Saturday,Morning,Completed,Paid
21-04-2024,01-01-1900 19:10,Completed,Bike,8.1,42.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,97,20.38,4.2,4.5,Credit Card,Sunday,Evening,Completed,Paid
30-01-2024,01-01-1900 17:59,Completed,Auto,10.3,26.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,142,47.2,4.6,4.6,UPI,Tuesday,Afternoon,Completed,Paid
11-05-2024,01-01-1900 21:54,Completed,Go Sedan,4.8,15.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,257,10.02,4,4.7,Credit Card,Saturday,Evening,Completed,Paid
25-05-2024,01-01-1900 15:20,Completed,Auto,9.4,34.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,110,2.99,4.5,4.8,UPI,Saturday,Afternoon,Completed,Paid
23-01-2024,01-01-1900 18:52,Cancelled by Driver,Go Mini,4.3,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Evening,Cancelled,Unpaid
09-05-2024,01-01-1900 09:59,Completed,Go Sedan,2.9,40.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,585,31.32,4.5,3.9,UPI,Thursday,Morning,Completed,Paid
21-04-2024,01-01-1900 16:53,Completed,Go Mini,7.4,31.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,697,36.64,3.9,4.7,Credit Card,Sunday,Afternoon,Completed,Paid
20-01-2024,01-01-1900 11:21,Completed,Go Sedan,7.8,32.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1240,47.01,4.4,4.4,UPI,Saturday,Morning,Completed,Paid
22-12-2024,01-01-1900 06:52,Cancelled by Driver,Go Mini,5.1,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
16-10-2024,01-01-1900 15:34,Cancelled by Customer,Go Sedan,5.1,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
23-08-2024,01-01-1900 10:19,Completed,Premier Sedan,9.4,20.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,777,15.11,4.1,4.4,Debit Card,Friday,Morning,Completed,Paid
29-05-2024,01-01-1900 19:30,Completed,Auto,11,31.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,95,38.26,4.2,4.7,Cash,Wednesday,Evening,Completed,Paid
08-10-2024,01-01-1900 07:40,Completed,Auto,11.6,39.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,484,47.12,4.3,4.9,Uber Wallet,Tuesday,Morning,Completed,Paid
26-02-2024,01-01-1900 08:18,Incomplete,Go Sedan,8,11,0,Not Applicable,0,Not Applicable,1,Other Issue,301,9.59,0,0,Cash,Monday,Morning,Incomplete,Paid
21-01-2024,01-01-1900 18:10,Completed,Go Sedan,2.1,21.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,485,2.17,3.2,4.1,UPI,Sunday,Evening,Completed,Paid
20-03-2024,01-01-1900 11:52,Completed,Go Sedan,2.9,19.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,76,42.9,4.7,4.5,UPI,Wednesday,Morning,Completed,Paid
20-05-2024,01-01-1900 12:53,Completed,Auto,8.3,38.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,188,35.09,4.6,4.1,UPI,Monday,Afternoon,Completed,Paid
07-09-2024,01-01-1900 13:54,Cancelled by Driver,Auto,5.2,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Afternoon,Cancelled,Unpaid
19-09-2024,01-01-1900 16:57,Completed,Premier Sedan,12,38,0,Not Applicable,0,Not Applicable,0,Not Applicable,443,45.58,4.6,4.6,Debit Card,Thursday,Afternoon,Completed,Paid
12-05-2024,01-01-1900 09:51,Cancelled by Driver,Auto,9.2,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
16-02-2024,01-01-1900 07:46,Cancelled by Driver,Premier Sedan,5.6,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Morning,Cancelled,Unpaid
20-08-2024,01-01-1900 18:30,Completed,Auto,5,19.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,144,34.44,4.7,4.6,Uber Wallet,Tuesday,Evening,Completed,Paid
19-05-2024,01-01-1900 05:27,Cancelled by Driver,Go Sedan,9.2,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Night,Cancelled,Unpaid
18-12-2024,01-01-1900 18:08,No Driver Found,Bike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Incomplete,Unpaid
